,Review,Brand,Total Rating,Look Rating,Smell Rating,Taste Rating,Feel Rating,Overall Rating
48,"I have chased KBS and CBS for a year now. If I had know how good this beer was, I would have been buying it up instead! Lower ABV, but all of the taste and feel of either of those. A little less complexity, but this is a great beer!",Breakfast Stout ,4.87,5.0,4.75,5.0,4.75,4.75
49,Nothing to add. I am a fan of stouts and this one has zero downsides. Outstanding.,Breakfast Stout ,5.0,5.0,5.0,5.0,5.0,5.0
50,"12 oz bottle', '\nGlass: snifter', '\nServing Temp: room temperature (approx 71 F)', '\n', '\n', '\nLook: Black with huge 2.5-finger khaki head that pretty much fills out the snifter. The head dissipates slowly to leave a slight but consistent khaki coating. Lacing is all the way down the glass.', '\n', '\nSmell: Dark-roasted Columbian coffee with a large dose of bittersweet chocolate.', '\n', '\nTaste: Pretty much the same as it smells. Coffee. Lots of coffee. With notes of bittersweet chocolate and some earthy bitterness. The coffee and earthiness linger into the aftertaste. The alcohol is not noticed.', '\n', '\nFeel: Creamy and smooth with medium body.', '\n', ""\nOverall: A fantastic stout that has been one of my favorites since I first had it back in 2013 or 2014. I try to keep a couple on hand at all times. This one is a bit more bitter than I remember, but that's likely because this is the freshest Breakfast Stout that I have had in a while. I have mostly been having them at 1+ years old. At that age, the chocolate takes center stage and the coffee is the supporting act.""",Breakfast Stout ,4.47,4.5,5.0,4.25,4.0,4.5
51,"A - Dark brown / black pour with bubbly, creamy, toffee colored lacing.', '\n', '\nS - Big chocolate and coffee roast aroma along with some char.', '\n', '\nT - Follows the nose to a ""T"". Coffee roast and chooclate char dominate this beer from start to finish along with some coffee bean and Espresso underneath. Ends with a lingering chocolate coffee char on the back side with some toast cocoa popping up at the very back end.', '\n', '\nM - Big medium to full body with just a slight bit of thinness around the edges.', '\n', '\nO - This beer continues to be fantastic, not sure what took me so long to review this after drinking it for years. (As I scratch my head.)",Breakfast Stout ,4.29,4.25,4.5,4.25,4.0,4.25
52,"L - June 2021 batch poured in January 2022 from a bottle into a standard pint glass at roughly 50- 55 degrees. 3/4ths of a finger light tan head. The beer is extremely dark and opaque. The head leaves a nice lacing that lasts for longer than most.', '\n', '\nS - Disclaimer. I actively dislike coffee. (Yes, even the smell.) This beer hits with coffee up front, but I knew that going into it and wanted to try a well-regarded beer anyway. Then I get a dark bitter chocolate. There are some oats in there, and finally just a general roast smell. ', '\n', ""\nT - Coffee is first, with some bitter dark chocolate next. I get a hint of a cola flavor. Interestingly enough, the coffee fades and the flavors just smooth out into each other. Then there's a small coffee finish. Absolutely not hoppy bitterness. The only bitter flavor is from the coffee/cocoa flavor. There is a little roastiness in the finish as well."", '\n', '\nF - This is a medium feel, but a little thinner than expected from such a dark beer. Decent carbonation. Actually, there is a nice mild fizz in there. Exquisitely smooth.', '\n', ""\nO - Again, in all honestly, I don't like coffee one bit. The smell, the taste, all of it. But after the initial coffee hit, this was a great beer with balanced flavors. I don't see myself seeking this out in the future, but I'm glad I tried it, and I wouldn't hesitate to suggest it to any coffee-loving friends in the future.""",Breakfast Stout ,3.87,4.5,3.75,3.75,4.0,4.0
53,"Attractive thick tan head, fairly opaque. Delicious combination of coffee/chocolate/bourbon. A little sweeter and more overtly chocolate than my ideal, but still extremely good.",KBS ,4.75,4.75,4.75,4.75,4.75,4.75
54,"""This is a highly-rated beer which prompted me to try it. It's wonderfully complex - chocolate and bourbon on the nose, full-bodied and rich with a velvety mouth feel, finishing off with more bourbon, a little bitterness, and a hint of sweetness.""",KBS ,4.38,4.5,4.5,4.25,4.75,4.25
55,World class stout. It hardly gets better than this.,KBS ,4.75,4.75,4.75,4.75,4.75,4.75
56,"Black, beige foam, ok.', '\nToasted smell, chocolate, coffee, artichoke. Intense. Good.', '\nSalty caramel, vanilla. Barrel notes, smooth and chocolately. Almost oily.', '\nBitter aftertaste, again caramel and vanilla. Oak.', '\nA classic, very good.",KBS ,4.36,4.0,4.25,4.25,4.5,4.75
57,"A most impressive imperial stout. Beautiful chocolate color with a light head rising to the top. Respectfully strong but smooth, light hints of bourbon and chocolate taste. Not over powering and does not disappoint. This beer clearly demands a high rating! My favorite stout to date.",KBS ,5.0,5.0,5.0,5.0,5.0,5.0
58,"An American Classic. Lovely.,.",KBS ,4.43,4.25,4.25,4.5,4.5,4.5
59,"""So happy to see this on a SW Florida Publix supermarket shelf today. I am a bourbon lover and I can't imagine a better partner for a fine, high proof bourbon than this beer. Enjoying my first bottle with a healthy pour of Lil'Book Chapter 3. Dinner can wait.""",KBS ,4.9,4.75,4.75,5.0,4.75,5.0
60,"Very much like Kentucky Bourbon Barrel, which stands to reason.', '\nGood textures and colors.",KBS ,3.94,4.75,3.25,4.0,4.25,4.25
61,"Poured from a brown 12 oz. bottle. Has a black color with a 1/2 inch head. Smell is of chocolate, bourbon. Taste is strong of bourbon, some chocolate, a bit on the boozy side. Feels medium bodied in the mouth and overall is a solid beer, but I was expecting more based on the ratings here.",KBS ,3.83,4.0,4.0,3.75,3.75,3.75
62,Fantastic.,KBS ,4.75,4.75,4.75,4.75,4.75,4.75
63,"Poured from bottle into snifter after about a day in the 50 degree wine cooler. ', '\nLook: deep brown, nearly black, with a light coffee colored head. Delightful', '\nSmell: IMO this is the best part of the KBS. Comes off almost like a Mexican hot chocolate with deep chocolate notes, some small cinnamon hints. Booziness apparent from the scent.', '\nTaste: Matches the smell nearly to a T. Heavy alcohol heat throughout with the chocolate notes brightening as it leaves your mouth. Just like a barrel stout should be. Quite sweet, but even as someone who doesn’t love sweet beers, it’s great.', '\nFeel: Carbonation is quite low, so the combination of the stout density and boozy heat creates a rather unique, slick feel in the mouth. High sugar content seems to be enhanced by the slick feel.', '\nOverall: King of barrel aged stouts for me. Great stuff",KBS ,4.76,4.25,5.0,4.75,4.5,4.75
64,"Preface by saying I’m not the biggest stout fan.', '\n', '\nBottled 12/4/2021 poured straight from the fridge into a frosted glass. Started around 48° and it was very closed up. Still able to get all the main notes of coffee, dark chocolate, and bourbon, but they were nowhere near as strong until the beer warmed up. My favorite temp was about 55-60° but I sipped until it hit closer to 70°', '\n', '\nOverall: Incredible stout. Loads of separate flavors that all come together perfectly! ', '\n', '\nL: pitch black color, can’t even see light coming through when held up to a lamp. Toasted brown head with good retention and lacing from top to bottom. ', '\n', '\nS: at first I got more chocolate than anything else, but as the beer warmed up 5-10° I got a much darker chocolate and strong coffee notes followed by bourbon on the end. Chocolate heavy overall ', '\n', '\nT:cold straight from the fridge at 48° I got some coffee and chocolate and maybe some black licorice with a heavy hit of alcohol at the end. As the beer warmed up the alcohol completely disappeared. Strong coffee flavor followed by dark chocolate and some nice bitterness that you would get from a nice piece of dark chocolate. Bourbon follows on the aftertaste. Slightly sweet at first with a bitter ending. Some roasted malt, but coffee and chocolate are by far the strongest notes. ', '\n', '\nF: low carbonation, thicker and slightly creamy without being overly heavy. Very smooth",KBS ,4.44,4.75,4.5,4.25,4.75,4.5
65,"pretty delicious stout, not too much comes close. love the blend of choco and coffee.",KBS ,4.56,4.5,4.75,4.5,4.5,4.5
66,"""Look: Poured from a 12 oz into a glass - Midnight black pour just like a stout. lightly thin/ brown foam risen to the surface. Quickly dissolves over time. A bit of lacing on the sides like some of these bubbles don't want to give up."", '\nSmell: Getting the heavy notes of sweet bourbon barrels - getting some chocolatey vanilla aromas to it. Not much on the coffee side this pour.', '\nTaste: Definitely tasting the heavy chocolate, coffee and bourbon. The initial taste is coffee, followed by the taste of coffee, finishing with the bourbon after taste. Very nice!!!!', '\nFeel: Getting light carbonation - very smooth. Very well hides the alcohol.', ""\nOverall: This bad boy proves to live up to it's standards. Wasn't sure because barrel aged stouts aren't my route but this proved me differently. Will buy again and if you haven't tried it. This is a must try beer!""",KBS ,5.0,5.0,5.0,5.0,5.0,5.0
67,"12 ounce bottle poured into a snulip glass. Bottled on 9/9/21.', '\n', ""\nL---Darkest brown color. Fairly thin light brown head faded quickly to a ring and left ok lacing. Head doesn't sound like much, but I think it's actually pretty good for the high ABV."", '\n', '\nS---Strong chocolate, lighter vanilla and bourbon barrel. Not as much coffee as I was expecting.', '\n', '\nT---Wow, very flavorful and nuanced. Chocolate, coffee, bourbon and vanilla are all distinct. ABV is well hidden behind sweetness. ', '\n', '\nF---Medium/full bodied with minimal carbonation. Almost a creamy texture with no alcohol burn.', '\n', '\nO---I have been looking forward to trying this one and I was not disappointed. The best offering from an excellent brewery.",KBS ,4.51,4.25,4.5,4.5,4.75,4.5
68,"""I recently tried and reviewed Founders - Breakfast Stout, which is also highly regarded. Similar to that review, I will state that I actively dislike coffee. Both the taste and the smell. So I don't foresee me falling in love with this beer, but I did want to try it out to see what all the fuss was about."", '\n', '\nL - Poured from a 12 oz bottle into a snifter glass at roughly 55 degrees. The beer pours a dark black opaque. Very thin film of tan head which quickly faded to bubbles. The thin head only leaves moderate lacing.', '\n', ""\nS - The roasted coffee comes up front with a slight hint of chocolate. Not much else. It's pretty much straight-up coffee smell."", '\n', '\nT - The coffee roast comes up front, then fades to a chocolate. There’s a little bit of cola flavor there too. The flavor is then balanced with a slight bourbon at the end. Aftertaste is a mild coffee roast. Toward the end of the beer though, the coffee notes fade a little and the chocolate notes take center stage. The taste is much more complex and pleasing than the smell.', '\n', '\nF - The carbonation is almost like a cola. Smooth texture overall. Easy to drink. ', '\n', '\nO - Again, I tried this a week after trying Founders Oatmeal Stout. From memory, they are very similar. (Not sure about side-by-side comparison.) As I stated in that previous review, I do not like coffee. Taste or smell. But these were so highly regarded that I had to try them. I still don’t prefer the coffee taste, but this is still a great beer. Very smooth flavors that go together well. The 12% alcohol did not make this boozy at all. It was all flavor and no sign of high alcohol. I personally won’t try this again, but for a coffee drinker, this would be a fantastic beer.', '\n', ""\nAgain, in all honestly, I don't like coffee one bit. The smell, the taste, all of it. But after the initial coffee hit, this was a great beer with balanced flavors. I don't see myself seeking this out in the future, but I'm glad I tried it, and I wouldn't hesitate to suggest it to any coffee-loving friends in the future.""",KBS ,3.72,4.0,3.25,3.75,4.0,4.0
